customer_id,film_id,store_id,rental_id,rental_price,rental_duration,late_fees
3,251,2,9443,3.99,9.0,3.0
3,260,2,15619,2.99,4.0,1.0
3,320,1,13610,2.99,8.0,4.0
3,393,1,2628,2.99,8.0,2.0
3,416,2,8086,4.99,5.0,0.0
3,417,2,7724,6.99,7.0,2.0
3,509,2,10597,5.99,8.0,3.0
3,509,2,7703,7.99,6.0,1.0
3,512,1,9226,1.99,8.0,3.0
3,57,2,7096,5.99,4.0,0.0
3,624,2,9595,2.99,4.0,1.0
3,639,2,1546,8.99,2.0,0.0
3,647,2,1726,6.99,0.0,0.0
3,70,1,12556,4.99,0.0,0.0
3,708,1,8545,2.99,5.0,1.0
3,737,1,7503,10.99,3.0,0.0
3,755,2,14699,8.99,2.0,0.0
3,814,2,4180,4.99,5.0,0.0
3,854,2,830,2.99,7.0,3.0
3,875,2,9816,4.99,8.0,2.0
3,898,2,1911,6.99,3.0,0.0
3,91,2,13403,8.99,3.0,0.0
3,941,1,435,1.99,3.0,0.0
3,953,1,4725,4.99,8.0,5.0
4,204,1,8741,3.99,4.0,0.0
4,259,1,15635,1.99,3.0,0.0
4,361,1,12294,8.99,7.0,2.0
4,389,2,14225,4.99,2.0,0.0
4,418,2,2642,5.99,7.0,2.0
4,488,2,1707,2.99,2.0,0.0
4,527,2,2043,0.99,5.0,1.0
4,544,1,7718,2.99,7.0,3.0
4,614,2,12151,2.99,4.0,0.0
4,672,2,7660,2.99,8.0,1.0
4,695,1,9100,5.99,3.0,0.0
4,74,1,11110,2.99,3.0,0.0
4,80,1,11529,4.99,5.0,0.0
4,800,2,13704,2.99,1.0,0.0
4,807,1,13807,6.99,8.0,4.0
4,810,2,15147,2.99,9.0,4.0
4,825,1,1735,0.99,4.0,0.0
4,869,2,1633,0.99,0.0,0.0
4,875,2,11069,0.99,1.0,0.0
4,888,1,9371,5.99,9.0,4.0
4,905,1,1297,4.99,1.0,0.0
4,938,1,12856,1.99,1.0,0.0
5,10,1,13877,0.99,1.0,0.0
5,1000,2,6663,3.99,2.0,0.0
5,109,1,7293,0.99,3.0,0.0
5,138,2,5156,1.99,2.0,0.0
5,166,2,1502,3.99,5.0,0.0
5,177,2,7652,0.99,0.0,0.0
5,233,1,10625,0.99,4.0,1.0
5,285,2,3126,4.99,7.0,4.0
5,305,2,8978,1.99,8.0,2.0
5,331,2,1631,2.99,0.0,0.0
5,345,1,14430,6.99,4.0,1.0
5,391,1,2570,2.99,2.0,0.0
5,407,1,10609,4.99,1.0,0.0
5,429,2,2063,4.99,6.0,3.0
5,439,2,11930,3.99,2.0,0.0
5,555,2,731,0.99,1.0,0.0
5,577,1,1142,1.99,6.0,2.0
5,611,2,13209,0.99,1.0,0.0
5,623,2,9888,3.99,4.0,0.0
5,634,2,5721,0.99,2.0,0.0
5,639,2,1085,6.99,6.0,0.0
5,655,1,8263,2.99,5.0,0.0
5,657,1,5118,5.99,8.0,3.0
5,676,2,11001,4.99,3.0,0.0
5,706,2,14494,2.99,1.0,0.0
5,727,2,6042,8.99,1.0,0.0
5,74,2,14053,6.99,0.0,0.0
5,782,2,4889,2.99,5.0,0.0
5,793,1,11179,4.99,9.0,3.0
5,819,1,5016,4.99,5.0,2.0
5,832,1,9493,4.99,5.0,0.0
5,833,2,6685,4.99,1.0,0.0
5,840,1,12145,9.99,7.0,2.0
5,845,1,3677,4.99,3.0,0.0
5,897,2,13063,1.99,1.0,0.0
5,922,2,12797,2.99,2.0,0.0
5,963,1,15232,0.99,1.0,0.0
5,981,1,7829,3.99,7.0,0.0
6,127,1,4278,2.99,0.0,0.0
6,158,1,11591,6.99,1.0,0.0
6,159,1,11727,0.99,0.0,0.0
6,166,2,14329,7.99,8.0,2.0
6,176,2,14377,4.99,8.0,2.0
6,227,2,1575,3.99,8.0,4.0
6,25,2,10271,2.99,9.0,6.0
6,27,1,11853,0.99,9.0,2.0
6,322,1,1841,2.99,9.0,4.0
6,454,1,11398,3.99,9.0,3.0
6,456,1,12254,2.99,3.0,0.0
6,477,2,3983,0.99,1.0,0.0
6,494,1,11023,2.99,8.0,4.0
6,534,2,13451,6.99,5.0,0.0
6,563,2,2345,0.99,9.0,3.0
6,600,2,6686,0.99,7.0,2.0
6,645,2,577,2.99,4.0,0.0
6,670,1,57,4.99,3.0,0.0
6,708,2,1966,0.99,3.0,0.0
6,711,2,15509,5.99,8.0,4.0
6,792,2,916,0.99,2.0,0.0
6,863,1,7136,2.99,2.0,0.0
6,863,2,6211,5.99,4.0,0.0
6,871,1,15603,0.99,6.0,0.0
6,890,2,5553,0.99,6.0,1.0
6,918,2,7099,2.99,1.0,0.0
6,945,1,6248,7.99,2.0,0.0
6,983,1,8101,0.99,6.0,0.0
7,114,1,14222,5.99,7.0,4.0
7,147,1,13594,0.99,8.0,3.0
7,151,1,4787,5.99,2.0,0.0
7,191,2,117,0.99,5.0,0.0
7,193,1,10514,4.99,6.0,1.0
7,253,2,748,2.99,2.0,0.0
7,305,1,5921,7.99,5.0,0.0
7,31,2,2888,4.99,3.0,0.0
7,315,2,13476,2.99,6.0,2.0
7,319,2,2250,2.99,5.0,1.0
7,371,1,9624,7.99,2.0,0.0
7,374,2,12730,2.99,4.0,1.0
7,417,2,10423,5.99,5.0,0.0
7,42,2,8422,5.99,7.0,2.0
7,449,2,4856,4.99,3.0,0.0
7,478,2,46,5.99,4.0,0.0
7,496,2,975,4.99,6.0,3.0
7,518,1,1063,5.99,2.0,0.0
7,58,2,10989,3.99,8.0,2.0
7,597,2,13373,2.99,,
7,626,2,11542,7.99,8.0,3.0
7,650,1,2709,0.99,2.0,0.0
7,666,1,6174,1.99,3.0,0.0
7,680,1,5441,8.99,9.0,5.0
7,743,1,3007,0.99,6.0,0.0
7,753,1,3639,5.99,3.0,0.0
7,810,1,1810,0.99,5.0,0.0
7,827,2,12367,8.99,6.0,1.0
7,844,2,6761,3.99,9.0,3.0
7,845,2,10644,4.99,8.0,1.0
7,846,1,4238,2.99,6.0,3.0
7,902,1,10330,6.99,6.0,0.0
7,914,1,6295,2.99,6.0,0.0
8,145,2,4003,0.99,4.0,0.0
8,157,2,6647,0.99,2.0,0.0
8,239,1,2095,5.99,3.0,0.0
8,273,1,8809,1.99,9.0,3.0
8,276,1,15764,2.99,7.0,1.0
8,398,2,6375,4.99,2.0,0.0
8,400,1,10141,0.99,8.0,1.0
8,423,2,14114,0.99,3.0,0.0
8,424,1,10561,2.99,1.0,0.0
8,437,2,9629,2.99,7.0,0.0
8,461,2,1305,2.99,3.0,0.0
8,474,2,3114,4.99,5.0,0.0
8,480,2,11232,9.99,6.0,3.0
8,483,1,12613,2.99,7.0,4.0
8,55,1,5300,2.99,7.0,1.0
8,589,2,15805,4.99,4.0,1.0
8,602,2,4175,2.99,8.0,3.0
8,604,2,4409,3.99,1.0,0.0
8,661,1,3475,5.99,4.0,0.0
8,744,1,866,6.99,2.0,0.0
8,79,2,4503,3.99,4.0,0.0
8,838,2,5341,2.99,8.0,3.0
8,843,1,11284,2.99,9.0,5.0
8,845,2,15374,7.99,1.0,0.0
9,215,2,6165,5.99,1.0,0.0
9,245,2,7801,2.99,1.0,0.0
9,249,2,12228,2.99,4.0,0.0
9,265,1,4748,0.99,2.0,0.0
9,299,1,3142,7.99,5.0,1.0
9,304,2,4796,1.99,0.0,0.0
9,305,2,4454,2.99,0.0,0.0
9,307,2,5659,2.99,7.0,1.0
9,384,2,14489,7.99,7.0,2.0
9,391,1,11400,5.99,7.0,1.0
9,430,2,10451,0.99,3.0,0.0
9,430,2,6019,4.99,5.0,0.0
9,518,2,11556,0.99,7.0,2.0
9,559,2,1075,4.99,4.0,0.0
9,638,1,7616,0.99,4.0,0.0
9,736,1,12652,4.99,7.0,3.0
9,739,2,350,4.99,5.0,1.0
9,764,2,3262,4.99,2.0,0.0
9,831,1,9043,4.99,1.0,0.0
9,835,1,12309,2.99,5.0,0.0
9,913,1,10454,4.99,4.0,1.0
9,928,1,877,0.99,7.0,2.0
9,951,1,15813,4.99,4.0,0.0
10,114,1,5905,2.99,3.0,0.0
10,122,2,5444,0.99,5.0,0.0
10,218,2,9935,4.99,6.0,0.0
10,245,2,12031,2.99,8.0,4.0
10,304,1,4255,1.99,2.0,0.0
10,341,1,7738,2.99,1.0,0.0
10,4,2,8001,6.99,3.0,0.0
10,439,1,5038,7.99,7.0,3.0
10,550,1,11405,0.99,2.0,0.0
10,596,2,2865,0.99,0.0,0.0
10,668,2,2814,0.99,6.0,0.0
10,676,2,1995,4.99,8.0,1.0
10,727,1,13917,2.99,0.0,0.0
10,735,2,13316,4.99,1.0,0.0
10,751,2,4042,4.99,3.0,0.0
10,751,2,3790,3.99,7.0,1.0
10,770,2,8188,4.99,6.0,1.0
10,804,1,15370,5.99,,
10,804,1,10671,8.99,5.0,0.0
10,887,1,2222,3.99,9.0,4.0
10,897,1,1140,4.99,6.0,3.0
10,907,1,1801,4.99,4.0,0.0
10,93,2,11289,2.99,7.0,3.0
10,940,1,12400,2.99,2.0,0.0
10,966,1,5068,2.99,4.0,1.0
11,122,2,1470,6.99,8.0,1.0
11,160,1,8100,2.99,2.0,0.0
11,182,1,15240,2.99,6.0,0.0
11,202,1,6146,6.99,5.0,0.0
11,21,2,1939,7.99,5.0,2.0
11,218,1,7314,4.99,6.0,0.0
11,25,1,8950,9.99,9.0,6.0
11,301,1,987,6.99,7.0,3.0
11,31,1,11166,6.99,6.0,1.0
11,327,2,11502,0.99,8.0,5.0
11,366,1,9292,6.99,6.0,3.0
11,394,1,8014,4.99,1.0,0.0
11,401,1,5835,5.99,1.0,0.0
11,412,1,13790,4.99,2.0,0.0
11,457,2,12015,5.99,4.0,0.0
11,460,1,8715,0.99,5.0,2.0
11,653,1,15120,0.99,3.0,0.0
11,662,2,11646,0.99,5.0,2.0
11,665,2,13572,0.99,1.0,0.0
11,697,2,3192,0.99,1.0,0.0
11,783,1,10812,4.99,1.0,0.0
11,796,2,4943,4.99,8.0,5.0
11,812,1,4608,2.99,2.0,0.0
11,948,2,8447,1.99,4.0,0.0
12,109,1,11497,0.99,8.0,5.0
12,176,1,10392,10.99,4.0,0.0
12,19,1,5071,0.99,9.0,3.0
12,191,1,6773,2.99,1.0,0.0
12,200,2,5074,0.99,3.0,0.0
12,24,1,5242,3.99,6.0,0.0
12,263,2,2500,5.99,5.0,0.0
12,295,1,13895,2.99,1.0,0.0
12,300,1,12604,4.99,2.0,0.0
12,304,1,9627,5.99,0.0,0.0
12,348,2,7008,0.99,1.0,0.0
12,376,2,9238,5.99,7.0,3.0
12,388,1,9166,4.99,9.0,4.0
12,455,1,9708,5.99,7.0,0.0
12,53,1,7279,0.99,3.0,0.0
12,559,1,14240,4.99,8.0,1.0
12,666,1,3411,0.99,6.0,2.0
12,676,1,2623,4.99,8.0,1.0
12,68,1,1084,4.99,7.0,2.0
12,683,2,3870,3.99,9.0,4.0
12,732,1,13519,0.99,1.0,0.0
12,735,2,3135,2.99,2.0,0.0
12,772,2,5111,0.99,4.0,0.0
12,776,1,2434,5.99,3.0,0.0
12,835,2,1752,5.99,5.0,0.0
12,870,1,8985,0.99,1.0,0.0
12,958,2,988,4.99,3.0,0.0
12,97,1,15993,0.99,4.0,0.0
13,115,1,11315,0.99,7.0,2.0
13,166,1,6568,2.99,8.0,2.0
13,167,2,8277,2.99,7.0,1.0
13,267,2,11761,5.99,9.0,5.0
13,270,2,13456,0.99,6.0,0.0
13,331,1,11292,4.99,9.0,3.0
13,331,1,14545,7.99,1.0,0.0
13,362,1,15338,4.99,3.0,0.0
13,375,1,9736,7.99,3.0,0.0
13,376,1,6897,2.99,2.0,0.0
13,397,2,2952,2.99,5.0,0.0
13,449,2,7916,2.99,1.0,0.0
13,460,1,12918,7.99,5.0,2.0
13,49,2,2209,4.99,2.0,0.0
13,524,1,10003,4.99,3.0,0.0
13,587,1,13213,0.99,1.0,0.0
13,627,2,9664,0.99,4.0,0.0
13,684,2,9434,0.99,6.0,2.0
13,789,2,6870,0.99,1.0,0.0
13,82,1,9260,9.99,8.0,5.0
13,84,1,8831,11.99,6.0,0.0
13,871,1,1933,2.99,8.0,2.0
13,911,2,3946,2.99,1.0,0.0
13,912,2,13096,4.99,5.0,2.0
13,923,2,14252,9.99,3.0,0.0
13,932,1,6118,8.99,8.0,5.0
13,958,2,3047,8.99,5.0,0.0
14,137,2,815,0.99,8.0,5.0
14,152,1,671,2.99,8.0,3.0
14,190,2,13757,4.99,9.0,4.0
14,193,2,15015,6.99,6.0,1.0
14,216,2,13780,4.99,5.0,2.0
14,22,2,10348,2.99,7.0,1.0
14,271,1,9592,2.99,5.0,0.0
14,296,1,5565,7.99,3.0,0.0
14,304,1,525,5.99,2.0,0.0
14,355,2,346,9.99,1.0,0.0
14,377,1,5383,4.99,2.0,0.0
14,378,1,5317,7.99,4.0,0.0
14,407,1,8548,3.99,7.0,2.0
14,456,2,3707,2.99,7.0,1.0
14,46,2,8042,0.99,3.0,0.0
14,537,2,4952,0.99,2.0,0.0
14,560,1,5104,0.99,7.0,1.0
14,575,1,151,0.99,8.0,5.0
14,601,2,8035,6.99,3.0,0.0
14,65,2,9438,4.99,6.0,3.0
14,676,1,11528,3.99,2.0,0.0
14,877,2,11480,4.99,7.0,3.0
14,9,1,8836,4.99,8.0,5.0
14,930,2,15373,0.99,8.0,4.0
14,945,2,1360,4.99,4.0,0.0
14,951,2,16045,0.99,3.0,0.0
14,989,1,12668,2.99,5.0,1.0
14,989,1,10526,6.99,4.0,0.0
15,153,1,11307,2.99,2.0,0.0
15,154,2,8927,4.99,5.0,0.0
15,213,1,14569,0.99,8.0,4.0
15,247,2,13677,3.99,7.0,4.0
15,254,1,8193,0.99,0.0,0.0
15,309,2,7105,4.99,5.0,0.0
15,358,2,12635,2.99,8.0,3.0
15,369,1,5975,2.99,9.0,5.0
15,390,1,2937,5.99,6.0,2.0
15,398,2,13968,0.0,6.0,1.0
15,415,1,11922,7.99,0.0,0.0
15,54,1,14776,4.99,6.0,1.0
15,567,1,8615,6.99,3.0,0.0
15,570,2,13393,5.99,2.0,0.0
15,648,1,11141,2.99,2.0,0.0
15,767,1,15897,4.99,5.0,0.0
15,773,1,14872,8.99,9.0,3.0
15,774,1,12272,2.99,6.0,3.0
15,778,2,4127,5.99,7.0,4.0
15,787,1,3550,7.99,7.0,3.0
15,805,2,2486,2.99,4.0,0.0
15,813,2,5717,2.99,9.0,2.0
15,842,1,9987,2.99,7.0,3.0
15,924,2,11341,2.99,4.0,0.0
15,937,2,12551,2.99,1.0,0.0
15,938,1,11118,2.99,8.0,5.0
15,941,2,13503,5.99,5.0,1.0
15,949,2,13339,8.99,9.0,3.0
15,961,1,3182,0.99,2.0,0.0
15,964,2,13798,3.98,7.0,3.0
15,99,2,15178,0.99,9.0,2.0
15,992,2,13541,4.99,8.0,3.0
16,126,2,14511,8.99,3.0,0.0
16,132,1,11308,0.99,7.0,1.0
16,151,2,13391,4.99,8.0,3.0
16,152,1,4517,4.99,5.0,0.0
16,179,1,4219,2.99,3.0,0.0
16,206,2,12577,7.99,2.0,0.0
16,273,2,9158,0.99,3.0,0.0
16,358,2,7552,2.99,6.0,1.0
16,393,1,335,3.99,2.0,0.0
16,418,2,1017,2.99,2.0,0.0
16,428,1,1934,6.99,2.0,0.0
16,431,2,9610,5.99,5.0,2.0
16,463,1,4591,1.99,1.0,0.0
16,574,2,6100,4.99,6.0,3.0
16,588,2,13480,6.99,6.0,2.0
16,608,1,593,2.99,1.0,0.0
16,624,2,12104,2.99,3.0,0.0
16,638,2,8452,5.99,0.0,0.0
16,688,2,10727,2.99,3.0,0.0
16,694,1,10687,2.99,8.0,2.0
16,738,2,1944,7.99,6.0,3.0
16,767,1,4263,3.99,0.0,0.0
16,781,2,13151,4.99,6.0,2.0
16,849,2,3348,0.99,1.0,0.0
16,856,1,3548,0.99,0.0,0.0
16,86,1,887,0.99,7.0,1.0
16,907,1,12358,4.99,0.0,0.0
16,983,1,7489,0.99,7.0,0.0
16,991,1,2960,7.99,4.0,0.0
17,10,2,14040,2.99,5.0,0.0
17,120,1,14326,2.99,8.0,5.0
17,140,2,884,4.99,4.0,0.0
17,204,1,5883,3.99,1.0,0.0
17,208,1,11990,4.99,7.0,0.0
17,259,1,2684,8.99,3.0,0.0
17,287,2,9489,0.99,7.0,2.0
17,303,1,580,2.99,7.0,1.0
17,346,2,3269,5.99,1.0,0.0
17,357,2,5714,3.99,8.0,1.0
17,478,1,9092,8.99,5.0,1.0
17,616,2,9382,8.99,2.0,0.0
17,616,2,9138,2.99,4.0,0.0
17,716,1,8076,8.99,1.0,0.0
17,757,1,15752,5.99,8.0,4.0
17,775,2,287,2.99,8.0,4.0
17,78,1,8213,2.99,9.0,2.0
17,845,1,14346,2.99,3.0,0.0
17,865,1,6884,1.99,2.0,0.0
17,870,1,13732,2.99,1.0,0.0
17,914,1,2175,5.99,3.0,0.0
18,138,2,692,4.99,5.0,0.0
18,278,1,50,2.99,0.0,0.0
18,330,1,2112,5.99,6.0,0.0
18,447,1,4724,3.99,6.0,1.0
18,488,1,8122,2.99,7.0,4.0
18,55,1,10682,4.99,3.0,0.0
18,550,1,13490,0.99,8.0,2.0
18,576,2,12333,0.99,7.0,0.0
18,598,1,11439,4.99,4.0,0.0
18,613,1,8555,4.99,0.0,0.0
18,613,1,4672,3.99,8.0,3.0
18,624,2,10721,1.99,2.0,0.0
18,77,1,6846,0.99,8.0,3.0
18,770,2,11094,4.99,7.0,2.0
18,820,1,9114,4.99,4.0,1.0
18,830,2,1783,4.99,3.0,0.0
18,840,1,9036,4.99,9.0,4.0
18,847,2,6128,2.99,7.0,0.0
18,931,2,116,4.99,6.0,0.0
18,938,2,2990,8.99,3.0,0.0
18,946,2,4923,3.99,7.0,4.0
18,948,1,1451,5.99,0.0,0.0
19,112,1,12357,2.99,1.0,0.0
19,139,1,591,2.99,1.0,0.0
19,283,1,3423,2.99,3.0,0.0
19,32,2,15529,0.99,5.0,0.0
19,422,2,18,0.99,6.0,0.0
19,484,2,10176,7.99,2.0,0.0
19,527,2,3549,4.99,7.0,3.0
19,570,2,337,2.99,5.0,0.0
19,573,1,9256,0.99,5.0,0.0
19,603,1,11508,8.99,2.0,0.0
19,603,2,179,6.99,6.0,0.0
19,636,1,15047,2.99,3.0,0.0
19,702,2,10077,9.99,3.0,0.0
19,723,1,2657,2.99,5.0,2.0
19,77,2,13804,8.99,7.0,2.0
19,775,2,13718,8.99,,
19,776,2,6495,4.99,7.0,1.0
19,791,2,2848,2.99,5.0,2.0
19,814,2,110,9.99,2.0,0.0
19,825,1,14101,4.99,9.0,3.0
19,851,1,12211,9.99,7.0,4.0
19,861,2,696,2.99,5.0,2.0
19,875,1,9157,5.99,2.0,0.0
19,924,2,11869,5.99,7.0,0.0
20,101,1,497,6.99,2.0,0.0
20,110,1,9075,4.99,8.0,4.0
20,117,1,12180,0.99,5.0,0.0
20,12,2,13036,4.99,9.0,3.0
20,134,2,10954,1.99,7.0,3.0
20,157,2,1558,0.99,3.0,0.0
20,215,2,9468,3.99,7.0,3.0
20,24,1,15248,0.99,7.0,1.0
20,255,1,6267,6.99,8.0,2.0
20,255,2,2136,3.99,2.0,0.0
20,291,1,11821,0.99,0.0,0.0
20,304,2,13317,2.99,1.0,0.0
20,307,1,4011,3.99,3.0,0.0
20,320,1,6254,2.99,4.0,0.0
20,349,1,3350,4.99,1.0,0.0
20,381,2,15161,1.99,5.0,0.0
20,438,2,2343,4.99,0.0,0.0
20,448,1,546,1.99,8.0,5.0
20,456,1,5718,2.99,5.0,0.0
20,506,2,7864,5.99,8.0,4.0
20,536,2,7217,4.99,4.0,1.0
20,544,2,4407,2.99,3.0,0.0
20,629,2,8127,2.99,8.0,1.0
20,670,2,14613,2.99,8.0,4.0
20,689,2,13137,4.99,1.0,0.0
20,740,2,202,2.99,8.0,3.0
20,773,2,15057,6.99,4.0,0.0
20,946,2,10616,7.99,8.0,5.0
20,987,2,10284,4.99,4.0,1.0
20,991,2,15460,2.99,6.0,2.0
21,117,2,7994,0.99,3.0,0.0
21,15,2,8862,2.99,5.0,0.0
21,177,2,14933,2.99,4.0,0.0
21,258,2,6943,1.99,9.0,3.0
21,285,2,5961,2.99,2.0,0.0
21,290,1,463,3.99,2.0,0.0
21,301,2,260,3.99,6.0,2.0
21,339,2,12660,4.99,4.0,0.0
21,358,1,14077,8.99,7.0,2.0
21,412,1,14446,2.99,6.0,0.0
21,468,2,14869,4.99,1.0,0.0
21,469,2,13399,4.99,1.0,0.0
21,571,2,12131,2.99,4.0,0.0
21,586,1,2393,2.99,8.0,4.0
21,588,2,9699,5.99,2.0,0.0
21,604,2,11970,0.99,0.0,0.0
21,616,2,13411,4.99,6.0,2.0
21,621,2,9149,0.99,9.0,4.0
21,679,1,2268,4.99,6.0,0.0
21,722,2,5772,3.99,4.0,0.0
21,800,1,10570,4.99,1.0,0.0
21,814,1,13381,2.99,8.0,2.0
21,829,2,14161,2.99,5.0,0.0
21,839,2,3212,10.99,6.0,1.0
21,849,2,13740,4.99,1.0,0.0
21,871,2,2235,7.99,4.0,0.0
21,885,1,10734,0.99,1.0,0.0
21,891,1,2830,4.99,2.0,0.0
21,897,1,8196,6.99,7.0,4.0
21,919,1,5107,4.99,7.0,4.0
21,919,1,13699,9.99,6.0,3.0
21,920,1,11072,0.99,0.0,0.0
21,924,1,570,0.99,7.0,0.0
21,935,2,13463,8.99,,
21,953,2,12774,6.99,7.0,4.0
22,121,1,15134,7.99,5.0,1.0
22,159,2,13060,9.99,5.0,0.0
22,222,1,7705,7.99,1.0,0.0
22,27,1,12124,2.99,7.0,0.0
22,270,1,4215,2.99,0.0,0.0
22,273,2,370,4.99,8.0,2.0
22,295,2,12809,0.99,3.0,0.0
22,334,1,14056,2.99,4.0,0.0
22,34,2,556,4.99,6.0,0.0
22,379,2,5815,2.99,2.0,0.0
22,524,2,12023,5.99,4.0,0.0
22,554,2,3419,2.99,6.0,0.0
22,568,1,9580,4.99,5.0,1.0
22,741,2,820,8.99,6.0,0.0
22,764,1,9410,0.99,6.0,3.0
22,82,1,7087,4.99,8.0,5.0
22,855,1,15793,4.99,,
22,881,2,15589,6.99,9.0,4.0
22,900,1,12222,4.99,5.0,0.0
22,903,2,14564,6.99,3.0,0.0
22,974,1,5294,6.99,0.0,0.0
22,999,2,15658,4.99,4.0,0.0
23,114,2,8015,2.99,2.0,0.0
23,119,2,3461,2.99,6.0,0.0
23,133,2,10132,6.99,8.0,1.0
23,189,2,10898,2.99,4.0,1.0
23,20,1,9209,5.99,8.0,4.0
23,222,2,8718,0.99,2.0,0.0
23,24,1,3736,3.99,7.0,1.0
23,279,1,6213,2.99,6.0,0.0
23,341,1,13557,0.99,4.0,0.0
23,356,2,13290,2.99,0.0,0.0
23,382,2,2753,1.99,7.0,4.0
23,412,2,15532,2.99,3.0,0.0
23,437,2,3055,4.99,5.0,0.0
23,625,1,13429,6.99,2.0,0.0
23,690,2,13331,4.99,5.0,0.0
23,7,2,7155,7.99,3.0,0.0
23,709,2,2827,0.99,5.0,0.0
23,73,2,654,2.99,2.0,0.0
23,738,2,3781,2.99,2.0,0.0
23,74,1,9718,3.99,4.0,0.0
23,769,2,3015,5.99,4.0,0.0
23,796,1,4853,2.99,4.0,1.0
23,8,2,14482,2.99,7.0,1.0
23,843,2,1090,0.99,3.0,0.0
23,869,2,129,8.99,5.0,1.0
23,875,2,9255,9.99,6.0,0.0
23,890,2,6917,5.99,7.0,2.0
23,893,2,6238,2.99,5.0,1.0
23,976,2,11501,2.99,2.0,0.0
23,985,1,13511,0.99,8.0,4.0
24,1,1,2116,4.99,5.0,0.0
24,114,2,9723,0.99,7.0,4.0
24,161,1,11546,2.99,3.0,0.0
24,179,1,15357,4.99,8.0,4.0
24,203,2,1007,6.99,1.0,0.0
24,211,1,8947,4.99,5.0,0.0
24,220,1,5310,0.99,8.0,1.0
24,227,1,12745,2.99,,
24,267,1,2963,7.99,9.0,5.0
24,298,1,5648,0.99,2.0,0.0
24,364,1,10491,2.99,0.0,0.0
24,509,2,12999,1.99,3.0,0.0
24,609,1,4378,2.99,4.0,0.0
24,628,1,13247,0.99,9.0,4.0
24,628,2,2070,2.99,6.0,1.0
24,660,1,1716,2.99,2.0,0.0
24,788,2,3649,7.99,1.0,0.0
24,791,2,12165,8.99,8.0,5.0
24,800,1,7266,1.99,4.0,0.0
24,805,2,1077,2.99,3.0,0.0
24,816,1,9925,0.99,9.0,6.0
24,834,2,13058,4.99,2.0,0.0
24,92,2,11209,2.99,2.0,0.0
24,941,1,2451,5.99,8.0,4.0
24,945,2,6855,4.99,2.0,0.0
25,129,2,3447,4.99,2.0,0.0
25,226,1,9334,2.99,1.0,0.0
25,28,1,90,7.99,7.0,2.0
25,303,1,11642,0.99,7.0,1.0
25,305,1,12922,0.99,3.0,0.0
25,314,1,6905,2.99,2.0,0.0
25,357,2,9922,2.99,4.0,0.0
25,375,1,1754,6.99,0.0,0.0
25,436,2,14193,4.99,5.0,1.0
25,456,2,4404,2.99,7.0,1.0
25,467,2,10860,2.99,7.0,1.0
25,603,1,10324,5.99,7.0,1.0
