rental_id,rental_date,inventory_id,customer_id,return_date,day_id,month_id,year_id
77,2022-05-25 13:35:18+03:00,4067,135,2022-05-31 14:48:18+03,1,1,1
78,2022-05-25 14:11:07+03:00,3299,245,2022-06-03 12:54:07+03,1,1,1
79,2022-05-25 14:12:07+03:00,2478,314,2022-05-31 19:46:07+03,1,1,1
80,2022-05-25 14:15:19+03:00,2610,286,2022-06-02 16:08:19+03,1,1,1
81,2022-05-25 14:17:46+03:00,1388,427,2022-06-01 12:48:46+03,1,1,1
82,2022-05-25 14:30:15+03:00,466,131,2022-05-27 17:40:15+03,1,1,1
83,2022-05-25 14:36:30+03:00,1829,492,2022-05-29 20:33:30+03,1,1,1
84,2022-05-25 15:05:34+03:00,470,414,2022-05-29 18:53:34+03,1,1,1
85,2022-05-25 15:36:12+03:00,2275,266,2022-05-30 16:53:12+03,1,1,1
86,2022-05-25 15:52:43+03:00,1586,331,2022-05-29 13:12:43+03,1,1,1
87,2022-05-25 16:13:54+03:00,2221,53,2022-05-29 11:32:54+03,1,1,1
88,2022-05-25 16:28:29+03:00,2181,499,2022-05-29 16:33:29+03,1,1,1
89,2022-05-25 16:31:25+03:00,2984,25,2022-06-01 12:07:25+03,1,1,1
90,2022-05-25 16:57:22+03:00,139,267,2022-06-01 20:32:22+03,1,1,1
91,2022-05-25 17:38:46+03:00,775,302,2022-05-31 15:40:46+03,1,1,1
92,2022-05-25 17:54:16+03:00,4360,288,2022-06-03 22:18:16+03,1,1,1
93,2022-05-25 18:03:42+03:00,1675,197,2022-05-30 16:23:42+03,1,1,1
94,2022-05-25 18:12:52+03:00,178,400,2022-06-02 20:55:52+03,1,1,1
95,2022-05-25 18:32:19+03:00,3418,49,2022-05-30 12:47:19+03,1,1,1
96,2022-05-25 18:34:24+03:00,1283,263,2022-05-28 14:13:24+03,1,1,1
97,2022-05-25 18:48:24+03:00,2970,269,2022-05-27 13:29:24+03,1,1,1
98,2022-05-25 18:50:20+03:00,535,44,2022-05-28 20:52:20+03,1,1,1
99,2022-05-25 18:50:28+03:00,2599,208,2022-06-03 00:11:28+03,1,1,1
100,2022-05-25 19:17:04+03:00,617,468,2022-05-31 21:47:04+03,1,1,1
101,2022-05-25 19:22:10+03:00,373,343,2022-05-31 21:47:10+03,1,1,1
102,2022-05-25 19:30:42+03:00,3343,384,2022-06-04 00:36:42+03,1,1,1
103,2022-05-25 19:46:33+03:00,4281,310,2022-05-27 17:20:33+03,1,1,1
104,2022-05-25 19:54:12+03:00,794,108,2022-05-30 14:03:12+03,1,1,1
105,2022-05-25 20:18:19+03:00,3627,196,2022-06-04 02:01:19+03,1,1,1
106,2022-05-25 20:28:09+03:00,2833,317,2022-06-04 00:46:09+03,1,1,1
107,2022-05-25 20:30:05+03:00,3289,242,2022-05-30 21:40:05+03,1,1,1
108,2022-05-25 20:40:20+03:00,1044,503,2022-05-29 22:39:20+03,1,1,1
109,2022-05-25 20:43:49+03:00,4108,19,2022-06-03 20:13:49+03,1,1,1
110,2022-05-25 20:45:19+03:00,3725,227,2022-05-28 19:18:19+03,1,1,1
111,2022-05-25 20:57:24+03:00,2153,500,2022-06-02 22:44:24+03,1,1,1
112,2022-05-25 21:07:40+03:00,2963,93,2022-05-28 00:16:40+03,1,1,1
113,2022-05-25 21:12:42+03:00,4502,506,2022-06-02 01:10:42+03,1,1,1
114,2022-05-25 21:13:25+03:00,749,455,2022-05-29 22:17:25+03,1,1,1
115,2022-05-25 21:27:51+03:00,4453,18,2022-05-26 18:23:51+03,1,1,1
116,2022-05-25 21:30:46+03:00,4278,7,2022-06-01 01:59:46+03,1,1,1
117,2022-05-25 21:31:18+03:00,872,524,2022-05-31 17:00:18+03,1,1,1
118,2022-05-25 21:37:02+03:00,1359,51,2022-05-30 01:51:02+03,1,1,1
119,2022-05-25 21:37:47+03:00,37,365,2022-06-02 01:29:47+03,1,1,1
120,2022-05-25 21:41:29+03:00,1053,405,2022-05-29 23:31:29+03,1,1,1
121,2022-05-25 21:46:21+03:00,2908,273,2022-06-02 21:07:21+03,1,1,1
122,2022-05-25 22:26:42+03:00,1795,43,2022-05-26 21:41:42+03,1,1,1
123,2022-05-25 22:46:11+03:00,212,246,2022-05-30 02:47:11+03,1,1,1
124,2022-05-25 22:48:50+03:00,952,368,2022-06-02 23:39:50+03,1,1,1
125,2022-05-25 23:07:59+03:00,2047,439,2022-05-28 20:51:59+03,1,1,1
126,2022-05-25 23:10:40+03:00,2026,94,2022-06-02 23:38:40+03,1,1,1
127,2022-05-25 23:19:53+03:00,4322,40,2022-05-30 01:34:53+03,1,1,1
128,2022-05-25 23:20:03+03:00,4154,23,2022-06-04 03:25:03+03,1,1,1
129,2022-05-25 23:21:56+03:00,3990,56,2022-05-31 00:41:56+03,1,1,1
130,2022-05-25 23:42:46+03:00,815,325,2022-05-31 01:25:46+03,1,1,1
131,2022-05-25 23:46:54+03:00,3367,479,2022-05-31 23:02:54+03,1,1,1
132,2022-05-25 23:48:30+03:00,399,237,2022-05-30 02:26:30+03,1,1,1
133,2022-05-25 23:48:41+03:00,2272,222,2022-06-02 20:28:41+03,1,1,1
134,2022-05-25 23:58:58+03:00,103,304,2022-06-03 19:50:58+03,1,1,1
135,2022-05-26 00:02:30+03:00,2296,504,2022-05-31 20:06:30+03,2,1,1
136,2022-05-26 00:25:18+03:00,2591,560,2022-06-01 04:30:18+03,2,1,1
137,2022-05-26 00:48:22+03:00,4134,586,2022-05-29 22:21:22+03,2,1,1
138,2022-05-26 01:00:21+03:00,327,257,2022-05-29 19:12:21+03,2,1,1
139,2022-05-26 01:34:22+03:00,655,354,2022-05-27 03:10:22+03,2,1,1
140,2022-05-26 01:34:53+03:00,811,89,2022-06-02 03:57:53+03,2,1,1
141,2022-05-26 01:43:47+03:00,4407,472,2022-05-29 02:46:47+03,2,1,1
142,2022-05-26 01:45:52+03:00,847,297,2022-05-27 23:41:52+03,2,1,1
143,2022-05-26 01:49:56+03:00,1689,357,2022-06-01 23:41:56+03,2,1,1
144,2022-05-26 01:59:03+03:00,3905,82,2022-05-31 04:56:03+03,2,1,1
145,2022-05-26 02:07:11+03:00,1431,433,2022-06-04 02:20:11+03,2,1,1
146,2022-05-26 02:17:50+03:00,633,274,2022-05-30 01:21:50+03,2,1,1
147,2022-05-26 02:25:23+03:00,4252,142,2022-06-01 21:29:23+03,2,1,1
148,2022-05-26 02:28:05+03:00,1084,319,2022-06-02 23:30:05+03,2,1,1
149,2022-05-26 02:28:39+03:00,909,429,2022-06-01 04:10:39+03,2,1,1
150,2022-05-26 02:37:28+03:00,2942,14,2022-05-30 08:28:28+03,2,1,1
151,2022-05-26 02:41:10+03:00,2622,57,2022-06-03 08:05:10+03,2,1,1
152,2022-05-26 02:47:47+03:00,3888,348,2022-05-27 23:28:47+03,2,1,1
153,2022-05-26 02:55:56+03:00,1354,185,2022-05-30 01:18:56+03,2,1,1
154,2022-05-26 03:15:05+03:00,288,551,2022-06-01 02:03:05+03,2,1,1
155,2022-05-26 03:19:05+03:00,3193,462,2022-05-28 01:43:05+03,2,1,1
156,2022-05-26 03:25:21+03:00,887,344,2022-05-26 23:17:21+03,2,1,1
157,2022-05-26 03:27:11+03:00,2395,354,2022-06-03 02:30:11+03,2,1,1
158,2022-05-26 03:34:28+03:00,3453,505,2022-05-29 06:00:28+03,2,1,1
159,2022-05-26 03:46:20+03:00,1885,290,2022-06-01 07:45:20+03,2,1,1
160,2022-05-26 03:51:48+03:00,2941,182,2022-05-27 07:42:48+03,2,1,1
161,2022-05-26 04:02:05+03:00,1229,296,2022-05-27 05:38:05+03,2,1,1
162,2022-05-26 04:26:23+03:00,2306,104,2022-06-04 08:36:23+03,2,1,1
163,2022-05-26 04:26:49+03:00,1070,151,2022-05-28 02:32:49+03,2,1,1
164,2022-05-26 04:28:36+03:00,2735,33,2022-06-02 05:21:36+03,2,1,1
165,2022-05-26 04:49:11+03:00,3894,322,2022-05-31 03:28:11+03,2,1,1
166,2022-05-26 04:50:31+03:00,865,401,2022-05-27 05:07:31+03,2,1,1
167,2022-05-26 05:07:43+03:00,2714,469,2022-06-02 04:09:43+03,2,1,1
168,2022-05-26 05:09:30+03:00,1758,381,2022-05-27 03:37:30+03,2,1,1
169,2022-05-26 05:11:12+03:00,3688,107,2022-06-02 05:53:12+03,2,1,1
170,2022-05-26 05:14:15+03:00,4483,400,2022-06-03 02:24:15+03,2,1,1
171,2022-05-26 05:17:42+03:00,2873,176,2022-05-29 06:11:42+03,2,1,1
172,2022-05-26 05:42:10+03:00,3596,533,2022-05-28 03:37:10+03,2,1,1
173,2022-05-26 05:44:10+03:00,3954,552,2022-05-28 09:13:10+03,2,1,1
174,2022-05-26 05:46:26+03:00,4346,47,2022-06-03 08:01:26+03,2,1,1
175,2022-05-26 05:47:39+03:00,851,250,2022-06-01 04:36:39+03,2,1,1
176,2022-05-26 06:14:29+03:00,3545,548,2022-06-01 10:16:29+03,2,1,1
177,2022-05-26 06:21:46+03:00,1489,196,2022-06-04 09:09:46+03,2,1,1
178,2022-05-26 06:26:06+03:00,2575,19,2022-06-03 12:06:06+03,2,1,1
179,2022-05-26 06:46:23+03:00,2752,75,2022-06-01 11:58:23+03,2,1,1
180,2022-05-26 06:47:06+03:00,2417,587,2022-05-29 08:34:06+03,2,1,1
181,2022-05-26 06:49:17+03:00,4396,237,2022-06-01 07:43:17+03,2,1,1
182,2022-05-26 07:01:18+03:00,2877,254,2022-06-01 11:04:18+03,2,1,1
183,2022-05-26 07:29:49+03:00,1970,556,2022-05-28 12:10:49+03,2,1,1
184,2022-05-26 07:30:03+03:00,2598,125,2022-06-02 11:48:03+03,2,1,1
185,2022-05-26 07:32:52+03:00,1799,468,2022-06-03 09:19:52+03,2,1,1
186,2022-05-26 07:42:37+03:00,4004,515,2022-06-04 02:38:37+03,2,1,1
187,2022-05-26 07:47:12+03:00,3342,243,2022-05-27 01:48:12+03,2,1,1
188,2022-05-26 08:01:41+03:00,984,247,2022-05-27 08:11:41+03,2,1,1
189,2022-05-26 08:11:28+03:00,3962,533,2022-06-01 11:44:28+03,2,1,1
190,2022-05-26 08:14:06+03:00,4365,412,2022-05-28 07:33:06+03,2,1,1
191,2022-05-26 08:20:37+03:00,1897,437,2022-06-02 12:57:37+03,2,1,1
192,2022-05-26 08:41:48+03:00,3900,270,2022-05-30 08:21:48+03,2,1,1
193,2022-05-26 08:52:33+03:00,1337,29,2022-05-30 06:08:33+03,2,1,1
194,2022-05-26 08:52:36+03:00,506,564,2022-05-31 04:47:36+03,2,1,1
195,2022-05-26 08:55:58+03:00,190,184,2022-05-27 12:54:58+03,2,1,1
196,2022-05-26 08:59:21+03:00,4212,546,2022-06-03 07:04:21+03,2,1,1
197,2022-05-26 09:03:49+03:00,1789,54,2022-06-04 13:45:49+03,2,1,1
198,2022-05-26 09:11:58+03:00,2135,71,2022-05-28 11:06:58+03,2,1,1
199,2022-05-26 09:12:21+03:00,3926,321,2022-05-31 14:07:21+03,2,1,1
200,2022-05-26 09:13:45+03:00,776,444,2022-06-04 04:02:45+03,2,1,1
201,2022-05-26 09:27:36+03:00,674,20,2022-06-02 05:52:36+03,2,1,1
202,2022-05-26 09:27:57+03:00,3374,109,2022-06-03 14:52:57+03,2,1,1
203,2022-05-26 09:30:37+03:00,1842,528,2022-05-30 10:11:37+03,2,1,1
204,2022-05-26 09:59:37+03:00,303,114,2022-05-29 11:43:37+03,2,1,1
205,2022-05-26 10:01:54+03:00,1717,345,2022-05-27 08:26:54+03,2,1,1
206,2022-05-26 10:04:38+03:00,102,47,2022-05-27 11:32:38+03,2,1,1
207,2022-05-26 10:10:22+03:00,3669,274,2022-05-27 05:55:22+03,2,1,1
208,2022-05-26 10:14:01+03:00,729,379,2022-05-27 11:00:01+03,2,1,1
209,2022-05-26 10:14:15+03:00,1801,391,2022-05-27 14:12:15+03,2,1,1
210,2022-05-26 10:33:10+03:00,4005,170,2022-05-28 16:09:10+03,2,1,1
211,2022-05-26 10:34:41+03:00,764,59,2022-05-30 14:46:41+03,2,1,1
212,2022-05-26 10:44:08+03:00,1505,394,2022-05-31 14:33:08+03,2,1,1
213,2022-05-26 10:48:49+03:00,1453,98,2022-05-31 06:06:49+03,2,1,1
214,2022-05-26 11:02:47+03:00,679,197,2022-05-28 11:45:47+03,2,1,1
215,2022-05-26 11:17:43+03:00,1398,91,2022-06-03 10:21:43+03,2,1,1
216,2022-05-26 11:24:26+03:00,4395,121,2022-05-31 05:24:26+03,2,1,1
217,2022-05-26 11:27:09+03:00,2291,309,2022-06-04 13:53:09+03,2,1,1
218,2022-05-26 11:41:45+03:00,3074,489,2022-05-28 06:40:45+03,2,1,1
219,2022-05-26 12:06:49+03:00,1259,542,2022-06-01 09:43:49+03,2,1,1
220,2022-05-26 12:14:09+03:00,3578,143,2022-05-29 07:57:09+03,2,1,1
221,2022-05-26 12:14:38+03:00,2745,83,2022-05-31 10:36:38+03,2,1,1
222,2022-05-26 12:15:23+03:00,3121,460,2022-05-30 13:43:23+03,2,1,1
223,2022-05-26 12:18:27+03:00,4285,318,2022-06-04 08:59:27+03,2,1,1
224,2022-05-26 12:27:50+03:00,651,467,2022-06-01 09:01:50+03,2,1,1
225,2022-05-26 12:44:04+03:00,4181,221,2022-05-31 15:26:04+03,2,1,1
226,2022-05-26 12:51:46+03:00,214,301,2022-05-30 09:24:46+03,2,1,1
227,2022-05-26 12:54:28+03:00,511,571,2022-06-04 11:39:28+03,2,1,1
228,2022-05-26 13:19:20+03:00,1131,312,2022-05-31 13:56:20+03,2,1,1
229,2022-05-26 13:31:50+03:00,1085,58,2022-05-30 17:22:50+03,2,1,1
230,2022-05-26 13:31:59+03:00,4032,365,2022-05-27 09:27:59+03,2,1,1
231,2022-05-26 13:38:05+03:00,2945,256,2022-05-27 10:42:05+03,2,1,1
232,2022-05-26 13:43:44+03:00,715,531,2022-05-28 19:28:44+03,2,1,1
233,2022-05-26 13:47:20+03:00,1321,566,2022-06-03 12:39:20+03,2,1,1
234,2022-05-26 13:51:09+03:00,3537,119,2022-06-04 11:36:09+03,2,1,1
235,2022-05-26 13:53:49+03:00,1265,446,2022-05-28 15:55:49+03,2,1,1
236,2022-05-26 14:15:13+03:00,241,536,2022-05-29 20:10:13+03,2,1,1
237,2022-05-26 14:30:22+03:00,503,211,2022-05-27 08:49:22+03,2,1,1
238,2022-05-26 14:30:26+03:00,131,49,2022-06-01 15:26:26+03,2,1,1
239,2022-05-26 14:40:23+03:00,3420,103,2022-06-04 09:22:23+03,2,1,1
240,2022-05-26 14:49:01+03:00,4438,245,2022-05-28 13:43:01+03,2,1,1
241,2022-05-26 15:05:08+03:00,2095,214,2022-06-02 17:26:08+03,2,1,1
242,2022-05-26 15:06:05+03:00,1721,543,2022-06-03 19:28:05+03,2,1,1
243,2022-05-26 15:40:40+03:00,1041,257,2022-05-31 13:58:40+03,2,1,1
244,2022-05-26 15:46:59+03:00,3045,158,2022-05-27 11:58:59+03,2,1,1
245,2022-05-26 15:57:07+03:00,2829,240,2022-05-29 12:12:07+03,2,1,1
246,2022-05-26 16:01:05+03:00,4095,102,2022-05-28 15:38:05+03,2,1,1
247,2022-05-26 16:07:58+03:00,1913,545,2022-05-31 16:03:58+03,2,1,1
248,2022-05-26 16:19:09+03:00,2428,472,2022-05-28 19:47:09+03,2,1,1
249,2022-05-26 16:30:24+03:00,368,539,2022-05-27 10:50:24+03,2,1,1
250,2022-05-26 16:35:40+03:00,4352,204,2022-05-29 19:17:40+03,2,1,1
251,2022-05-26 16:39:53+03:00,1203,187,2022-06-02 16:48:53+03,2,1,1
252,2022-05-26 16:43:14+03:00,2969,416,2022-05-27 14:21:14+03,2,1,1
253,2022-05-26 16:43:48+03:00,1835,390,2022-05-31 11:19:48+03,2,1,1
254,2022-05-26 16:52:15+03:00,3264,114,2022-05-27 14:45:15+03,2,1,1
255,2022-05-26 17:20:58+03:00,3194,436,2022-05-31 17:58:58+03,2,1,1
256,2022-05-26 17:27:05+03:00,2570,373,2022-05-29 18:25:05+03,2,1,1
257,2022-05-26 17:28:14+03:00,3534,502,2022-05-30 20:38:14+03,2,1,1
258,2022-05-26 17:32:46+03:00,30,482,2022-06-04 17:27:46+03,2,1,1
259,2022-05-26 17:42:20+03:00,435,21,2022-05-31 15:21:20+03,2,1,1
260,2022-05-26 17:44:23+03:00,1369,414,2022-06-02 11:47:23+03,2,1,1
261,2022-05-26 17:46:56+03:00,4261,236,2022-05-28 17:49:56+03,2,1,1
262,2022-05-26 17:47:40+03:00,1160,449,2022-05-30 12:07:40+03,2,1,1
263,2022-05-26 18:00:49+03:00,2069,251,2022-05-27 12:12:49+03,2,1,1
264,2022-05-26 18:07:38+03:00,2276,303,2022-06-01 16:20:38+03,2,1,1
265,2022-05-26 18:08:05+03:00,3303,263,2022-05-27 12:55:05+03,2,1,1
266,2022-05-26 18:16:21+03:00,1206,417,2022-05-30 18:53:21+03,2,1,1
267,2022-05-26 18:19:08+03:00,1714,75,2022-05-27 16:35:08+03,2,1,1
268,2022-05-26 18:19:46+03:00,3501,322,2022-05-27 17:59:46+03,2,1,1
269,2022-05-26 18:20:56+03:00,207,200,2022-06-03 14:40:56+03,2,1,1
270,2022-05-26 18:22:01+03:00,2388,92,2022-06-03 19:30:01+03,2,1,1
271,2022-05-26 18:27:11+03:00,971,71,2022-06-03 15:10:11+03,2,1,1
272,2022-05-26 18:29:36+03:00,1590,193,2022-05-29 20:49:36+03,2,1,1
273,2022-05-26 18:48:51+03:00,656,311,2022-06-03 20:17:51+03,2,1,1
274,2022-05-26 19:09:53+03:00,1718,133,2022-06-05 00:35:53+03,2,1,1
275,2022-05-26 19:16:07+03:00,1221,58,2022-06-03 14:59:07+03,2,1,1
276,2022-05-26 19:32:11+03:00,1409,45,2022-05-29 00:54:11+03,2,1,1
277,2022-05-26 19:40:58+03:00,182,214,2022-06-02 18:43:58+03,2,1,1
278,2022-05-26 20:02:50+03:00,661,384,2022-06-03 20:48:50+03,2,1,1
279,2022-05-26 20:36:58+03:00,1896,167,2022-05-28 01:42:58+03,2,1,1
280,2022-05-26 20:49:35+03:00,1208,582,2022-05-27 20:11:35+03,2,1,1
281,2022-05-26 20:56:26+03:00,4486,282,2022-06-01 18:32:26+03,2,1,1
282,2022-05-26 21:05:05+03:00,3530,242,2022-05-31 21:19:05+03,2,1,1
283,2022-05-26 21:21:44+03:00,350,359,2022-06-04 16:18:44+03,2,1,1
284,2022-05-26 21:41:40+03:00,2486,162,2022-05-31 18:58:40+03,2,1,1
285,2022-05-26 21:44:51+03:00,314,371,2022-06-04 20:00:51+03,2,1,1
286,2022-05-26 21:44:54+03:00,3631,17,2022-06-02 03:10:54+03,2,1,1
287,2022-05-26 21:47:49+03:00,3546,82,2022-06-03 22:53:49+03,2,1,1
288,2022-05-26 22:01:09+03:00,2449,81,2022-05-28 17:09:09+03,2,1,1
289,2022-05-26 22:08:33+03:00,2776,429,2022-05-30 02:32:33+03,2,1,1
290,2022-05-26 22:20:47+03:00,485,577,2022-06-03 04:06:47+03,2,1,1
291,2022-05-26 22:22:12+03:00,4264,515,2022-06-05 02:58:12+03,2,1,1
292,2022-05-26 22:27:02+03:00,1828,158,2022-06-03 18:45:02+03,2,1,1
293,2022-05-26 22:29:57+03:00,2751,369,2022-05-28 19:20:57+03,2,1,1
294,2022-05-26 22:33:20+03:00,4030,65,2022-05-27 20:23:20+03,2,1,1
295,2022-05-26 22:35:19+03:00,3878,468,2022-06-04 04:31:19+03,2,1,1
296,2022-05-26 22:48:48+03:00,1594,48,2022-05-27 21:52:48+03,2,1,1
297,2022-05-26 22:52:26+03:00,1083,460,2022-05-30 00:08:26+03,2,1,1
298,2022-05-26 22:55:36+03:00,4376,448,2022-05-28 02:25:36+03,2,1,1
299,2022-05-26 22:57:00+03:00,249,47,2022-06-05 03:34:00+03,2,1,1
300,2022-05-26 23:06:14+03:00,3448,274,2022-06-01 03:54:14+03,2,1,1
301,2022-05-26 23:13:46+03:00,2921,387,2022-06-03 17:49:46+03,2,1,1
302,2022-05-26 23:16:52+03:00,1111,596,2022-05-28 01:41:52+03,2,1,1
303,2022-05-26 23:21:28+03:00,1701,534,2022-06-02 02:05:28+03,2,1,1
304,2022-05-26 23:22:07+03:00,2665,464,2022-06-03 00:33:07+03,2,1,1
305,2022-05-26 23:31:57+03:00,2781,547,2022-05-28 21:37:57+03,2,1,1
306,2022-05-26 23:48:13+03:00,1097,375,2022-06-05 00:24:13+03,2,1,1
307,2022-05-27 00:01:39+03:00,187,277,2022-06-04 22:24:39+03,3,1,1
308,2022-05-27 00:38:10+03:00,1946,251,2022-06-02 05:10:10+03,3,1,1
309,2022-05-27 00:41:07+03:00,593,409,2022-06-02 06:09:07+03,3,1,1
310,2022-05-27 00:51:37+03:00,2830,201,2022-06-01 02:02:37+03,3,1,1
311,2022-05-27 00:52:19+03:00,2008,143,2022-06-02 20:14:19+03,3,1,1
